Authors,Link,Tickers,Time,Title,Strategy
 Henrik Alex,/article/4130004-took-short-position-ceragon-networks-stocks-recent-run,CRNT," Dec. 6, 2017, 9:04 AM ",Why I Took A Short Position In Ceragon Networks After The Stock's Recent Run,Short
 Dave Kranzler,/article/4129839-overstock-com-dumpster-fire-waiting-happen,OSTK," Dec. 5, 2017, 3:50 PM ",Overstock.com: A Dumpster Fire Waiting To Happen,Short
" Dec. 5, 2017, 12:42 PM ",/article/4129447-yamana-gold-balance-sheet,Editors' Pick , AUY,Yamana Gold: All About The Balance Sheet,Short
 White Diamond Research,/article/4129119-marrone-bio-approaching-bankruptcy-will-brutal-equity-offering-soon-short,MBII," Dec. 5, 2017, 11:00 AM ",Marrone Bio Is Approaching Bankruptcy And Will Have A Brutal Equity Offering Soon - Short Into It,Short
 Gainsboro Capital,/article/4129702-chipotle-mexican-grill-fast,CMG," Dec. 5, 2017, 10:25 AM ",Chipotle Mexican Grill: Not So Fast!,Short
 Compounding Cash,/article/4129420-teslas-fatal-flaw-bulls-ignoring,TSLA," Dec. 4, 2017, 11:30 AM ",Tesla's Fatal Flaw That Bulls Are Ignoring,Short
 Anton Wahlman,/article/4129402-november-sales-gms-bolt-outsold-tesla-model-3-9-1,"TSLA, GM"," Dec. 4, 2017, 10:34 AM ",November Sales Are In: GM's Bolt Outsold Tesla Model 3 By 9:1,Short
 Fuzzy Panda Shorts,/article/4129363-wins-finance-insider-transactions-show-fair-value-20-resumes-trading-dec-4th,WINS," Dec. 4, 2017, 7:41 AM ","Wins Finance - Insider Transactions Show Fair Value Is WINS• Dec. 4, 2017, 7:41 AM • Fuzzy Panda Shorts•16 Comments",Short
 Kurt B. Feierabend,/article/4129252-moviepass-will-fail-decimate-helios-mathesons-shareholders,HMNY," Dec. 3, 2017, 9:23 AM ",MoviePass Will Fail And Decimate Helios And Matheson's Shareholders,Short
 Bill Maurer,/article/4129143-tesla-november-big-stinker,TSLA," Dec. 1, 2017, 5:27 PM ",Tesla November A Big Stinker,Short
" Dec. 1, 2017, 2:46 PM ",/article/4128816-kaman-corporation-multiple-expansion-appears-stretched,Editors' Pick , KAMN,Kaman Corporation: Multiple Expansion Appears Stretched,Short
 Josh Arnold,/article/4129051-mcdonalds-get-caught-holding-bag,MCD," Dec. 1, 2017, 2:40 PM ",McDonald's: Don't Get Caught Holding The Bag,Short
 The Stock Stooge,/article/4128969-marathon-patent-group-massively-overvalued,MARA," Dec. 1, 2017, 11:42 AM ",Marathon Patent Group: Massively Overvalued,Short
 Itinerant,/article/4128935-santacruz-silver-end-nigh,SZSMF," Dec. 1, 2017, 9:08 AM ",Santacruz Silver: The End Is Nigh,Short
 Praveen Chawla,/article/4128858-excessive-stock-based-compensation-might-behind-financial-engines-underperformance,FNGN," Nov. 30, 2017, 7:05 PM ",Excessive Stock-Based Compensation Might Be Behind Financial Engines' Underperformance,Short
 Investor Gator,/article/4128847-throwing-zoes-kitchen-inc-s-recent-run,ZOES," Nov. 30, 2017, 5:55 PM ","Throwing Up On Zoe's Kitchen, Inc.'s Recent Run-Up",Short
 Investor Gator,/article/4128727-zoes-kitchen-inc-target-activist-investor,ZOES," Nov. 30, 2017, 10:00 AM ","Why Is Zoe's Kitchen, Inc. The Target Of An Activist Investor?",Short
 Howie Man,/article/4128549-spark-energy-dividend-business-risk,SPKE," Nov. 30, 2017, 7:30 AM ",Spark Energy: Dividend And Business At Risk,Short
 KMP Ideas,/article/4128573-gildan-activewear-good-overvalued-company,GIL," Nov. 29, 2017, 3:38 PM ",Gildan Activewear: It's A Good But Overvalued Company,Short
 Shock Exchange,/article/4128558-express-scripts-sells-unit-ties-mallinckrodts-acthar,"ESRX, MNK"," Nov. 29, 2017, 2:47 PM ",Express Scripts Sells Unit With Ties To Mallinckrodt's Acthar,Short
 Hedgeye,/article/4128483-mcgough-top-retail-shorts-longs-holiday-season,"KSS, TGT"," Nov. 29, 2017, 1:53 PM ",McGough: My Top Retail Shorts And Longs This Holiday Season,Short
 Bill Maurer,/article/4128421-tesla-model-3-problem-still-exists,TSLA," Nov. 29, 2017, 11:58 AM ",Tesla Model 3 Problem Still Exists,Short
 Pinxter Analytics,/article/4128407-gamestop-turnaround-bouncing-cat,GME," Nov. 29, 2017, 11:49 AM ",GameStop: Turnaround Or A Bouncing Cat,Short
 Ian Bezek,/article/4128352-xunlei-reminds-us-blockchain-stocks-bitcoin-substitutes,XNET," Nov. 29, 2017, 8:16 AM ",Xunlei Reminds Us: Blockchain Stocks Aren't Bitcoin Substitutes,Short
" Nov. 29, 2017, 8:08 AM ",/article/4128333-square-time-sell-overvalued-company,Editors' Pick , SQ,Square: Time To Sell This Overvalued Company,Short
" Nov. 29, 2017, 7:45 AM ",/article/4127947-eca-marcellus-trust-priced-natural-gas-recovery-never-comes,Editors' Pick , ECT,ECA Marcellus Trust I - Priced For A Natural Gas Recovery That Never Comes,Short
 Compounding Cash,/article/4128115-blue-apron-find-recipe-profits-may-headed-major-events-next-12-months,APRN," Nov. 28, 2017, 12:33 PM ","Blue Apron Can't Find The Recipe For Profits, May Be Headed For Major Events In Next 12 Months",Short
 Investor Gator,/article/4128085-zoes-kitchen-inc-shareholder-turnover-may-explain-recent-material-developments,ZOES," Nov. 28, 2017, 10:44 AM ","Zoe's Kitchen, Inc.: Shareholder Turnover May Explain Recent Material Developments",Short
 Anton Wahlman,/article/4128095-many-model-3-units-tesla-sell-november-estimate,TSLA," Nov. 28, 2017, 10:36 AM ",How Many Model 3 Units Did Tesla Sell In November? An Estimate,Short
 Bill Maurer,/article/4127960-tesla-shorts-come-roaring-back,TSLA," Nov. 27, 2017, 5:45 PM ",Tesla Shorts Come Roaring Back,Short
 Dan Stringer,/article/4127942-tesla-potential-roadmap-forward,TSLA," Nov. 27, 2017, 3:52 PM ",Tesla: A Potential Roadmap Forward,Short
 Bert Hochfeld,/article/4127882-palo-alto-less-meets-eye,PANW," Nov. 27, 2017, 1:40 PM ",Palo Alto: Less Than What Meets The Eye,Short
 Dave Kranzler,/article/4127880-truth-behind-amazons-reported-earnings,AMZN," Nov. 27, 2017, 1:30 PM ",The Truth Behind Amazon's Reported Earnings,Short
 Cannell Capital LLC,/article/4127878-rabid-avid-buy-debt-sell-common,AVID," Nov. 27, 2017, 12:54 PM ",Not Rabid About Avid; Buy The Debt And Sell The Common,Short
 Adam Stich,/article/4127853-tesla-management-paid-burn-cash,TSLA," Nov. 27, 2017, 12:28 PM ",Tesla: Management Is Paid To Burn Cash,Short
 TurnOverRocks,/article/4127815-avid-technology-expecting-share-price-revert-back-deteriorating-fundamentals,AVID," Nov. 27, 2017, 10:30 AM ",Avid Technology: Expecting Its Share Price To Revert Back To Deteriorating Fundamentals,Short
 Taureau Research,/article/4127808-transenterix-undisclosed-related-party-transactions,TRXC," Nov. 27, 2017, 9:44 AM ",Transenterix Undisclosed Related Party Transactions,Short
 Amit Ghate,/article/4127701-xunlei-limited-day-trader-price-spike-soon-reverse,XNET," Nov. 27, 2017, 8:10 AM ",Xunlei Limited:  Day Trader Price Spike Soon To Reverse,Short
 Detroit Bear,/article/4127687-smoke-mirrors-rockwell-medical,RMTI," Nov. 26, 2017, 12:05 PM ",Smoke And Mirrors At Rockwell Medical?,Short
 Gainsboro Capital,/article/4127561-chipotle-mexican-grill-look,CMG," Nov. 25, 2017, 11:15 AM ",Chipotle Mexican Grill: Look Out Below,Short
 EnerTuition,/article/4127559-tesla-truck-reservations-falling-short-spite-super-aggressive-pricing,TSLA," Nov. 24, 2017, 3:51 PM ",Tesla Truck Reservations Are Falling Short In Spite Of Super Aggressive Pricing,Short
 Donn Bailey,/article/4127520-tesla-semi-pricing-missteps,TSLA," Nov. 24, 2017, 1:48 PM ",Tesla Semi Pricing Missteps,Short
 Paulo Santos,/article/4127493-tesla-truck-implications,TSLA," Nov. 24, 2017, 11:45 AM ",Tesla: Truck Implications,Short
 Brian Lin,/article/4127463-ryb-education-alleged-child-sexual-abuse-care-short,RYB," Nov. 24, 2017, 9:40 AM ",RYB Education Alleged Child Sexual Abuse: Why You Should Care (And Short It),Short
 Michael Boyd,/article/4127455-quanex-value-proposition-current-levels,NX," Nov. 24, 2017, 9:18 AM ",Quanex: Value Proposition Not There At Current Levels,Short
 China Enthusiast,/article/4127384-china-consolidated-power-address-financial-risks,"EWH, MCHI"," Nov. 23, 2017, 3:03 PM ",China: Consolidated Power To Address Financial Risks,Short
" Nov. 23, 2017, 9:16 AM ",/article/4127112-new-york-community-bancorp-multiple-margin-headwinds-overvaluation-dividends-risk,Editors' Pick , NYCB,"New York Community Bancorp: Multiple Margin Headwinds, Overvaluation, Dividends At Risk",Short
 FundSpec.IO,/article/4127285-tesla-kickstarter-project,TSLA," Nov. 22, 2017, 11:48 PM ",The Tesla 'Kickstarter' Project,Short
 Pinxter Analytics,/article/4127264-take-one-team-just-yet,TISI," Nov. 22, 2017, 6:13 PM ",Don't Take One For The 'Team' Just Yet,Short
 George Kesarios,/article/4127237-tesla-leveraged-can-imagine,TSLA," Nov. 22, 2017, 3:21 PM ",Tesla Is More Leveraged Than You Can Imagine,Short
 Paulo Santos,/article/4127222-tesla-biggest-news-semi-roadster,TSLA," Nov. 22, 2017, 2:25 PM ",Tesla: The Biggest News Isn't The Semi Or Roadster,Short
 Anton Wahlman,/article/4127138-teslas-employees-eat-model-3-cooking,TSLA," Nov. 22, 2017, 11:08 AM ",Why Didn't Tesla's Employees Eat Their Own Model 3 Cooking?,Short
 Strubel Investment Management,/article/4126999-alibabas-numbers-raise-questions,BABA," Nov. 21, 2017, 7:41 PM ",Alibaba's Numbers Raise Questions,Short
 Donn Bailey,/article/4126956-tesla-semi-coin-2-sides,TSLA," Nov. 21, 2017, 4:13 PM ",The Tesla Semi 'Coin' Has 2 Sides,Short
 Bears of Wall Street,/article/4126940-snap-value-left,SNAP," Nov. 21, 2017, 3:37 PM ",Snap: Is There Any Value Left?,Short
 Josh Arnold,/article/4126803-wal-mart-blasts-stratosphere,WMT," Nov. 21, 2017, 11:20 AM ",Wal-Mart Blasts Off Into The Stratosphere,Short
 Robinson Roacho,/article/4126768-andersons-short-opportunity,ANDE," Nov. 21, 2017, 9:13 AM ",The Andersons: A Short Opportunity,Short
 Robinson Roacho,/article/4126764-wendys-time-sell-short,WEN," Nov. 21, 2017, 8:52 AM ",Wendy's: Time To Sell Or Short,Short
 Michael Boyd,/article/4126262-timkensteel-revisiting-one-steels-weaker-players,TMST," Nov. 21, 2017, 7:30 AM ",TimkenSteel: Revisiting One Of Steel's Weaker Players,Short
 John Petersen,/article/4126621-teslas-semi-will-almost-certainly-shelved,TSLA," Nov. 20, 2017, 6:24 PM ",Why Tesla's Semi Will Almost Certainly Be Shelved,Short
 Abu Bakr Hussain,/article/4126488-xunlei-significant-regulatory-trouble-avoid,XNET," Nov. 20, 2017, 3:24 PM ",Xunlei Could Be In For Significant Regulatory Trouble: Avoid,Short
 Simple Digressions,/article/4126385-mag-silver-overpay-juanicipio,MAG," Nov. 20, 2017, 10:47 AM ",MAG Silver - Do Not Overpay For Juanicipio,Short
 Pinxter Analytics,/article/4126369-questioning-growth-thor-industries,THO," Nov. 20, 2017, 10:20 AM ",Questioning The Growth Of Thor Industries,Short
" Nov. 20, 2017, 8:56 AM ",/article/4126264-even-model-3-success-tesla-structurally-bankrupt,Editors' Pick , TSLA,"Even With Model 3 Success, Tesla Is Structurally Bankrupt",Short
 Philomena Doyle,/article/4126336-cautious-netflix,NFLX," Nov. 20, 2017, 8:40 AM ",I'm Cautious About Netflix,Short
 Kathy Wang,/article/4126304-gamestop-unsustainable-sales-growth-despite-diversification,GME," Nov. 20, 2017, 4:39 AM ",GameStop: Unsustainable Sales Growth Despite Diversification,Short
 Shock Exchange,/article/4126272-fitch-sacked-teva,TEVA," Nov. 19, 2017, 11:45 PM ",Why Fitch Sacked Teva,Short
 David Zanoni,/article/4126250-rokus-stock-drop-half,ROKU," Nov. 19, 2017, 2:57 PM ",Roku's Stock Could Drop By Half,Short
 Don Dion,/article/4126185-short-opportunity-recent-ipo-appian,APPN," Nov. 19, 2017, 2:41 AM ",Short Opportunity For Recent IPO Appian,Short
 Don Dion,/article/4126184-shotspotter-get-shot-lockup-expiration,SSTI," Nov. 19, 2017, 2:34 AM ",ShotSpotter Could Get Shot Down By Lockup Expiration,Short
" Carlos Sava, CFA",/article/4126153-short-herbalife-poor-guidance-tender-completed-regulators-satisfied-now-time-focus-numbers,HLF," Nov. 18, 2017, 4:22 AM ","Short Herbalife. Poor Guidance, Tender Completed, And Regulators Satisfied. Now It Is Time To Focus On The Numbers",Short
 Terry Chrisomalis,/article/4126141-acorda-plunges-safety-issues-parkinsons-drug-short-opportunity-presents,ACOR," Nov. 17, 2017, 10:20 PM ","Acorda Plunges On Safety Issues For Parkinson's Drug, Short Opportunity Presents Itself",Short
 Donn Bailey,/article/4126129-good-bad-ugly-semi-unveiling,TSLA," Nov. 17, 2017, 6:21 PM ","The Good, Bad, And Ugly From The Semi Unveiling",Short
 Josh Rudnik,/article/4126120-schlumberger-breaking,SLB," Nov. 17, 2017, 5:17 PM ",Schlumberger: Breaking Down,Short
" Nov. 17, 2017, 3:35 PM ",/article/4125675-pbf-logistics-cheap-reason,Editors' Pick ," PBF, PBFX",PBF Logistics: Cheap For A Reason,Short
" Nov. 17, 2017, 1:45 PM ",/article/4126061-opko-health-house-cards-tumbling-dark,Editors' Pick , OPK,OPKO Health: A House Of Cards Tumbling In The Dark,Short
 Robinson Roacho,/article/4126015-10-percent-distribution-player-must-avoid,ENLK," Nov. 17, 2017, 1:22 PM ",10% Distribution Player That You Must Avoid,Short
 EnerTuition,/article/4125926-tesla-truck-unveil-desperate-times-calls-desperate-measures,TSLA," Nov. 17, 2017, 11:27 AM ",Tesla Truck Unveil: Desperate Times Calls For Desperate Measures,Short
 Montana Skeptic,/article/4125925-teslas-q4-brace-another-loss,TSLA," Nov. 17, 2017, 10:55 AM ",Tesla's Q4: Brace Yourself For Another Loss,Short
 Anton Wahlman,/article/4125910-tesla-truck-sports-car-remember-model-x-timeline,TSLA," Nov. 17, 2017, 10:22 AM ",Tesla Truck And Sports Car: Remember The Model X Timeline?,Short
 Bears of Wall Street,/article/4125696-petrobras-faces-great-dilemma,PBR," Nov. 16, 2017, 5:29 PM ",Petrobras Faces A Great Dilemma,Short
" Nov. 16, 2017, 2:43 PM ",/article/4125223-allena-pharmaceuticals-complicated-phase-iii-filing,Editors' Pick , ALNA,Allena Pharmaceuticals: Complicated Phase III Filing,Short
 Donn Bailey,/article/4125539-big-institutions-continue-tesla-sell-q3,TSLA," Nov. 16, 2017, 1:38 PM ",Big Institutions Continue Tesla Sell-Off In Q3,Short
 Justin Lebo,/article/4125507-gsv-capital-corporation-shareholders-trust-management-now,GSVC," Nov. 16, 2017, 1:06 PM ",GSV Capital Corporation: Should Shareholders Trust Management Now?,Short
" Nov. 16, 2017, 10:53 AM ",/article/4125130-la-jolla-red-flags-vastly-overestimated-market-create-compelling-short,Editors' Pick , LJPC,La Jolla: Red Flags And A Vastly Overestimated Market Create A Compelling Short,Short
 Philipe Saroyan,/article/4125404-raytheon-beyond-overvalued,RTN," Nov. 16, 2017, 8:51 AM ","Raytheon, Beyond Overvalued",Short
" Nov. 16, 2017, 8:00 AM ",/article/4125313-troubling-trend-falling-profits-growing-market,Editors' Pick , PDFS,A Troubling Trend: Falling Profits In A Growing Market,Short
 Donn Bailey,/article/4125275-can-tesla-save-sinking-ship,TSLA," Nov. 15, 2017, 5:34 PM ",Can Tesla Save Its Sinking Ship?,Short
" Shahid Manzoor, CFA",/article/4125231-dhx-media-ltd-nothing-exciting-q1-2018,DHXM," Nov. 15, 2017, 3:15 PM ",DHX Media Ltd.: Nothing Exciting In Q1 2018,Short
 Henrik Alex,/article/4125201-ill-timed-highly-valid-revisiting-recent-short-thesis-highpower-international,HPJ," Nov. 15, 2017, 1:46 PM ","Ill-Timed, But Highly Valid - Revisiting My Recent Short Thesis On Highpower International",Short
 David Butler,/article/4125181-sears-even-bother,SHLD," Nov. 15, 2017, 12:47 PM ",Sears: Why Even Bother?,Short
 Anton Wahlman,/article/4125169-general-motors-shows-first-picture-tesla-model-y-competitor,"GM, TSLA"," Nov. 15, 2017, 12:35 PM ",General Motors Shows First Picture Of Its Tesla Model Y Competitor,Short
" Nov. 15, 2017, 11:40 AM ",/article/4125147-5-nails-chipotle-bull-coffin,Editors' Pick , CMG,5 Nails For The Chipotle Bull Coffin,Short
" Nov. 15, 2017, 8:53 AM ",/article/4125093-mbia-another-casualty-puerto-rico,Editors' Pick , MBI,MBIA: Another Casualty Of Puerto Rico,Short
 EnerTuition,/article/4125081-tesla-truck-unveiling-seems-like-misfire,TSLA," Nov. 15, 2017, 8:22 AM ",Tesla Truck Unveiling: Seems Like A Misfire,Short
 OC Value,/article/4124913-consols-spin-coal-answer-problems,CNX," Nov. 14, 2017, 7:13 PM ",Is Consol's Spin-Off Of Coal The Answer To Its Problems?,Short
 EnerTuition,/article/4124909-tesla-solar-roof-may-meaningful-volume-2018,TSLA," Nov. 14, 2017, 6:37 PM ",Tesla Solar Roof May Not Have Meaningful Volume In 2018,Short
 Bears of Wall Street,/article/4124778-altria-group-downside-come,MO," Nov. 14, 2017, 1:40 PM ",Altria Group: More Downside To Come,Short
 Hampstead Investor,/article/4124648-tesla-just-production-issues-model-3-demand-likely-capped-300000-per-year,TSLA," Nov. 14, 2017, 12:33 PM ","Tesla: Not Just Production Issues, Model 3 Demand Likely Capped At 300,000 Per Year",Short
 Bears of Wall Street,/article/4124660-macys-struggle,M," Nov. 14, 2017, 12:01 PM ",Macy's: The Struggle Is Not Over,Short
 Bill Maurer,/article/4124656-tesla-energy-still-deep-red,TSLA," Nov. 14, 2017, 11:59 AM ",Tesla Energy Still Deep In Red,Short
 Pinxter Analytics,/article/4124630-rambus-risk-outweighing-reward-2-details-shorting,RMBS," Nov. 14, 2017, 11:05 AM ","Rambus: Risk Outweighing Reward, These 2 Details Have Me Shorting",Short
" Nov. 14, 2017, 10:38 AM ",/article/4124235-haynes-international-tough-end-markets-point-downside-ahead,Editors' Pick , HAYN,Haynes International: Tough End Markets Point To More Downside Ahead,Short
 Tokyo Picker,/article/4124487-likelihood-consequences-tesla-credit-downgrade,TSLA," Nov. 13, 2017, 10:01 PM ",Likelihood And Consequences Of A Tesla Credit Downgrade,Short
" Nov. 13, 2017, 6:13 PM ",/article/4124455-chipotle-will-bill-ackmans-next-failure,Editors' Pick , CMG,Why Chipotle Will Be Bill Ackman's Next Failure,Short
 Viking Analytics,/article/4124451-future-fuel-declining-profits-strategy-growth,FF," Nov. 13, 2017, 5:44 PM ",Future Fuel: Declining Profits And No Strategy For Growth,Short
 Bill Maurer,/article/4124424-roku-sell-explosion,ROKU," Nov. 13, 2017, 4:16 PM ",Roku: Sell The Explosion,Short
 Alberto Zaragoza Comendador,/article/4124421-teslas-sg-costs-control,TSLA," Nov. 13, 2017, 4:04 PM ",Tesla's SG&A Costs: Out Of Control,Short
 Nathaniel Grob,/article/4124415-much-longer-can-netflix-defy-gravity,NFLX," Nov. 13, 2017, 3:36 PM ",How Much Longer Can Netflix Defy Gravity?,Short
 Rogier van Vlissingen,/article/4124304-life-herbalife,HLF," Nov. 13, 2017, 1:23 PM ",Life After Herbalife,Short
 Montana Skeptic,/article/4124309-teslas-model-3-big-mess-likely-get-worse,TSLA," Nov. 13, 2017, 12:55 PM ",Tesla's Model 3: A 'Big Mess' That's Likely To Get Worse,Short
 Cloister Research,/article/4124233-endocytes-stunning-strategic-shift,ECYT," Nov. 13, 2017, 10:59 AM ",Endocyte's Stunning Strategic Shift,Short
 Detroit Bear,/article/4124098-nda-submission-q3-call-change-trevena-short-thesis,TRVN," Nov. 13, 2017, 5:12 AM ",NDA Submission And Q3 Call Do Not Change The Trevena Short Thesis,Short
 Bill Maurer,/article/4123995-tesla-distraction-time,TSLA," Nov. 12, 2017, 10:32 PM ",Tesla: It's Distraction Time,Short
 DoctoRx,/article/4123947-valeant-surges-post-q3-reassessment,VRX," Nov. 12, 2017, 10:43 AM ",Valeant Surges Post-Q3: A Reassessment,Short
 Golden Goose,/article/4123928-play-michael-lewiss-short-idea-short-nfl,"DIS, NKE, PZZA"," Nov. 12, 2017, 9:38 AM ",How To Play Michael Lewis's Short Idea: Short The NFL,Short
