,Authors,Link,Tickers,Time,Title,Strategy,Week,Month
756, The Value Investor,/article/4133703-papa-johns-goodbye-papa,PZZA,2017-12-24 14:05:00,Papa John's - Goodbye Papa,Long,51.0,12.0
757, Confounded Interest,/article/4133701-marathon-oil-fantastic-company-fantastic-price-may-need-sell,MRO,2017-12-24 12:57:00,Marathon Oil: A Fantastic Company With A Fantastic Price That I May Need To Sell,Long,51.0,12.0
758, Samantha Miller,/article/4133700-bank-america-building-blockchain,BAC,2017-12-24 12:12:00,Bank Of America Building With Blockchain,Long,51.0,12.0
759, BAM Investments,/article/4133690-spirits-november-traffic-fueled-busy-thanksgiving-holiday-travel,SAVE,2017-12-24 10:57:00,Spirit's November Traffic Fueled By Busy Thanksgiving Holiday Travel,Long,51.0,12.0
760, Edwin Kye,/article/4133689-adidas-eating-nikes-lunch,ADDYY,2017-12-24 10:52:00,Adidas Is Eating Nike's Lunch,Long,51.0,12.0
761, Jonathan Faison,/article/4133684-achaogen-rebound-likely-2018,AKAO,2017-12-24 10:24:00,Achaogen: Rebound Likely In 2018,Long,51.0,12.0
762, Francis Hamit,/article/4133676-netflixs-plans-world-domination-revealed-linkedin-job-offerings,NFLX,2017-12-24 09:38:00,Netflix's Plans For World Domination Revealed In Their LinkedIn Job Offerings,Long,51.0,12.0
763, Glen Bradford,/article/4133671-fannie-freddie-stay,FNMA,2017-12-24 09:23:00,Fannie And Freddie Are Here To Stay,Long,51.0,12.0
765, Sarfaraz A. Khan,/article/4133658-apache-corp-one-cheapest-oil-stocks,APA,2017-12-24 07:08:00,Apache Corp.: One Of The Cheapest Oil Stocks,Long,51.0,12.0
766, Dividend Sleuth,/article/4133649-tanger-outlet-reit-sale,SKT,2017-12-24 05:57:00,Tanger: Outlet REIT On Sale,Long,51.0,12.0
767, WG Investment Research,/article/4133648-accenture-deserves-premium-valuation,ACN,2017-12-24 05:55:00,Accenture Deserves A Premium Valuation,Long,51.0,12.0
768, Crunching Numbers,/article/4133646-sirius-xm-request-howard-stern-top-santas-naughty-list,SIRI,2017-12-24 05:45:00,Sirius XM Should Again Request That Howard Stern Top Santa's Naughty List,Long,51.0,12.0
769, Giovanni DiMauro,/article/4133637-general-electric-winning-multiple-contracts-buy-6-year-lows,GE,2017-12-24 05:39:00,General Electric Winning Multiple Contracts Is A BUY At 6-Year Lows,Long,51.0,12.0
772, Long Player,/article/4133632-antero-resources-huge-leverage-profit-progress,AR,2017-12-24 04:40:00,Antero Resources: Huge Leverage And Profit Progress,Long,51.0,12.0
773, BioSci Capital Partners,/article/4133626-portola-pharmaceuticals-andexxa-approval-delay-means,PTLA,2017-12-24 04:13:00,Portola Pharmaceuticals: What The AndexXa Approval Delay Means?,Long,51.0,12.0
774, Patient Tech Investor,/article/4133614-taking-snapshot-chart-technicals-cirrus-logic,CRUS,2017-12-24 00:22:00,Taking A Snapshot Of Chart Technicals For Cirrus Logic,Long,51.0,12.0
781, Joseph Harry,/article/4133560-toro-great-company-likely-priced-perfection,TTC,2017-12-23 05:56:00,"Toro: Great Company, But Likely 'Priced For Perfection'",Long,51.0,12.0
782, Robert Kientz,/article/4133555-honda-positioning-fuel-efficient-vehicle-gains,HMC,2017-12-23 03:41:00,Honda Positioning Itself For Fuel-Efficient Vehicle Gains,Long,51.0,12.0
783, Cristian Docan,/article/4133554-exxon-time-enjoy-acceleration,XOM,2017-12-23 02:58:00,Exxon: Time To Enjoy Its Acceleration,Long,51.0,12.0
784, John Engle,/article/4133550-2018-store-dynavax,DVAX,2017-12-23 00:58:00,What Does 2018 Have In Store For Dynavax?,Long,51.0,12.0
785, Innovative Investor,/article/4133543-wells-fargo-top-stock-pick-2018,WFC,2017-12-22 18:16:00,Wells Fargo Is A Top Stock Pick For 2018,Long,51.0,12.0
786, Garrett Larson,/article/4133535-go-heavy-diversified-restaurant-holdings-deleveraging-story,SAUC,2017-12-22 16:24:00,Go Heavy On Diversified Restaurant Holdings: A Deleveraging Story,Long,51.0,12.0
787, Gio Danisi,/article/4133530-blackberry-may-signed-patent-license-deal-avaya,BB,2017-12-22 15:38:00,BlackBerry May Have Signed A Patent License Deal With Avaya,Long,51.0,12.0
790, Michael Fitzsimmons,/article/4133518-chevron-big-beneficiary-lower-tax-rate-hits-3-year-high-still-yields-3_5-percent,CVX,2017-12-22 13:21:00,"Chevron: A Big Beneficiary Of A Lower Tax Rate, Hits A 3-Year High And Still Yields 3.5%",Long,51.0,12.0
791, Achilles Research,/article/4133499-10_1-percent-yielding-bdc-2018,PSEC,2017-12-22 13:17:00,Here's What You Have To Do With This 10.1%-Yielding BDC In 2018,Long,51.0,12.0
792, ChartMasterPro,/article/4133500-johnson-controls-shares-verge-bullish-move,JCI,2017-12-22 12:50:00,Johnson Controls: Shares On The Verge Of Bullish Move,Long,51.0,12.0
793, George Kesarios,/article/4133497-analysts-conservative-apples-future-price-target,AAPL,2017-12-22 12:40:00,Analysts Are Too Conservative About Apple's Future Price Target,Long,51.0,12.0
794, Stone Fox Capital,/article/4133492-chipotle-lump-coal,CMG,2017-12-22 12:24:00,Chipotle: Lump Of Coal,Long,51.0,12.0
795, Millennial Investing,/article/4133466-general-motors-better-tesla,GM,2017-12-22 11:39:00,General Motors: The Better Tesla,Long,51.0,12.0
796, Eric Oetjen,/article/4133467-best-buys-ai-race-part-ii-advanced-micro-devices,AMD,2017-12-22 11:32:00,"Best Buys In The AI Race, Part II - Advanced Micro Devices",Long,51.0,12.0
798, Kwan-Chen Ma,/article/4133462-christmas-carol-amd,AMD,2017-12-22 11:27:00,A Christmas Carol For AMD,Long,51.0,12.0
799, Small Cap Master,/article/4133463-sitoy-large-cash-balance-undervalued-real-estate-2_3x-fcf-free-lottery-ticket,STYDF,2017-12-22 11:25:00,"Sitoy: Large Cash Balance, Undervalued Real Estate, 2.3x FCF And A Free Lottery Ticket",Long,51.0,12.0
802, Jonathan Weber,/article/4133448-micron-future-hold,MU,2017-12-22 10:17:00,Micron: What Does The Future Hold?,Long,51.0,12.0
804, Healthy Wealth Coach,/article/4133445-noble-corp-things-lot-better-stock-price-suggests,NE,2017-12-22 09:55:00,Noble Corp.: Things Are A Lot Better Than The Stock Price Suggests,Long,51.0,12.0
806, Gary Bourgeault,/article/4133443-chevron-looks-like-bitcoin-oil-cash-flow-dividend-accelerate,CVX,2017-12-22 09:15:00,"Chevron Looks Like Bitcoin Of Oil - Cash Flow, Dividend To Accelerate",Long,51.0,12.0
807, William Stamm,/article/4133429-agilent-technologies-good-business-total-return-pricey,A,2017-12-22 07:07:00,Is Agilent Technologies With A Good Business And Total Return To Pricey?,Long,51.0,12.0
808, Ploutos Investing,/article/4133426-2018-will-explosive-year-himax-technologies,HIMX,2017-12-22 06:50:00,2018 Will Be An Explosive Year For Himax Technologies,Long,51.0,12.0
809, Long Term Investor,/article/4133423-hologic-med-tech-company-choose-sustainable-growth,HOLX,2017-12-22 06:06:00,Hologic: The Med-Tech Company To Choose For Sustainable Growth,Long,51.0,12.0
811, Out of Ignorance,/article/4133415-gileads-2018-beyond-buckle-new-gilead,GILD,2017-12-22 05:33:00,Gilead's 2018 And Beyond - Buckle Up For A New Gilead,Long,51.0,12.0
812, Elephant Analytics,/article/4133407-abraxas-petroleum-45-percent-upside-production-growth-meets-expectations,AXAS,2017-12-22 03:54:00,Abraxas Petroleum Could Have Over 45% Upside If Production Growth Meets Expectations,Long,51.0,12.0
813, WG Investment Research,/article/4133396-honeywell-good-gets,HON,2017-12-22 01:46:00,Honeywell: As Good As It Gets,Long,51.0,12.0
814, GreenGrowthGeek,/article/4133384-clearsign-combustions-chinese-rally,CLIR,2017-12-21 23:13:00,ClearSign Combustion's Chinese Rally?,Long,51.0,12.0
815, John Abbink,/article/4133374-philips-focus-last,PHG,2017-12-21 19:19:00,Philips: Focus At Last,Long,51.0,12.0
816, Sramana Mitra,/article/4133362-adobe-cloud-gains-just-begun,ADBE,2017-12-21 17:16:00,"For Adobe, Cloud Gains Have Just Begun",Long,51.0,12.0
817, Fun Trading,/article/4133346-transocean-strong-message-attached-spitsbergen-22-well-contract,RIG,2017-12-21 15:43:00,Transocean - A Strong Message Attached To The Spitsbergen 22-Well Contract,Long,51.0,12.0
818, Balal Rasool,/article/4133323-tucows-ting-future,TCX,2017-12-21 15:09:00,Tucows - Ting Is The Future!,Long,51.0,12.0
819, Fluidsdoc,/article/4133319-core-laboratories-signs-life-oilfield,CLB,2017-12-21 14:49:00,Core Laboratories: Signs Of Life In The Oilfield,Long,51.0,12.0
820, Business Quant,/article/4133308-micron-christmas-came-early,MU,2017-12-21 13:43:00,Micron: Christmas Came Early,Long,51.0,12.0
821, Sarfaraz A. Khan,/article/4133303-devon-energy-strong-buy,DVN,2017-12-21 13:25:00,Devon Energy Is A Strong Buy,Long,51.0,12.0
823, Pinxter Analytics,/article/4133301-tesla-investors-another-thing-going,TSLA,2017-12-21 12:52:00,Tesla Investors Have Another Thing Going For Them,Long,51.0,12.0
824, Silicon Valley Insights,/article/4133295-accenture-reports-results-reflect-accelerating-growth,ACN,2017-12-21 12:42:00,Accenture Reports Results That Reflect Accelerating Growth,Long,51.0,12.0
825, Larry Ramer,/article/4133290-blackberrys-businesses-look-poised-surge,BB,2017-12-21 12:27:00,BlackBerry's Businesses Look Poised To Surge,Long,51.0,12.0
826, Long Player,/article/4133289-east-west-petroleum-well-commercial,EWPMF,2017-12-21 12:22:00,East West Petroleum: The Well Is Commercial,Long,51.0,12.0
827, Oisin Breen,/article/4133288-power-pushed-aside-driverless-get-behind-infineons-semiconductor-wheel,IFNNY,2017-12-21 12:20:00,Power Pushed Aside As The Driverless Get Behind Infineon's Semiconductor Wheel?,Long,51.0,12.0
828, Aitezaz Khan,/article/4133286-hudbay-minerals-promising-potential,HBM,2017-12-21 12:19:00,Hudbay Minerals Has Promising Potential,Long,51.0,12.0
829, The Structure Of Price,/article/4133280-qualcomm-critical-consideration,QCOM,2017-12-21 11:57:00,Qualcomm: A Critical Consideration,Long,51.0,12.0
830, David Trainer,/article/4133277-betting-future-wealth-management,UBS,2017-12-21 11:54:00,Betting On The Future Of Wealth Management,Long,51.0,12.0
832, Eric Oetjen,/article/4133267-best-buys-ai-race-part-1-nvidia,NVDA,2017-12-21 11:39:00,"Best Buys In The AI Race, Part 1 - Nvidia",Long,51.0,12.0
833, Gold Mining Bull,/article/4133272-sandstorm-gold-ends-year-high-note,SAND,2017-12-21 11:31:00,Sandstorm Gold Ends The Year On A High Note,Long,51.0,12.0
834, Vlad Deshkovich,/article/4133261-pandora-ready-play,P,2017-12-21 11:24:00,Is Pandora Ready To Play?,Long,51.0,12.0
835, Nick Cox,/article/4133265-etsy-long-term-growth-prospect-despite-current-high-valuations,ETSY,2017-12-21 11:09:00,Etsy: A Long-Term Growth Prospect Despite Current High Valuations,Long,51.0,12.0
836, Sean Warneke,/article/4133260-justification-microsofts-valuation,MSFT,2017-12-21 10:52:00,The Justification Of Microsoft's Valuation,Long,51.0,12.0
837, Oscar Carrascosa,/article/4133256-risk-adjusted-net-present-value-arbutus-biopharma-corp,ABUS,2017-12-21 10:38:00,Risk-Adjusted Net Present Value For Arbutus Biopharma Corp,Long,51.0,12.0
839, Fun Trading,/article/4133253-eni-bp-announced-production-start-egyptian-super-giant-gas-field-zohr,BP E,2017-12-21 10:24:00,"ENI, BP Announced Production Start-Up At The Egyptian 'Super Giant Gas Field' Zohr",Long,51.0,12.0
840, HFIR,/article/4133242-going-western-canadian-select-means-gear-energy,GENGF,2017-12-21 10:13:00,What's Going On With Western Canadian Select And What It Means For Gear Energy,Long,51.0,12.0
841, Ron Sommer,/article/4133212-michael-kors-fashionable-trend,KORS,2017-12-21 09:44:00,Michael Kors - A Fashionable Trend,Long,51.0,12.0
842, Sarfaraz A. Khan,/article/4133206-conocophillips-stock-buy,COP,2017-12-21 09:19:00,Why ConocoPhillips Stock Is A Buy,Long,51.0,12.0
843, David Krejca,/article/4133214-salesforce-taking-global-crm-market,CRM,2017-12-21 09:18:00,Salesforce: Taking Over The Global CRM Market,Long,51.0,12.0
844, Shareholders Unite,/article/4133211-nxt-id-goes-crypto,NXTD,2017-12-21 09:10:00,NXT-ID Goes Crypto,Long,51.0,12.0
845, Zach Hartman,/article/4133205-advaxis-2018-new-year-new-hope,ADXS,2017-12-21 08:46:00,"Advaxis 2018: A New Year, A New Hope",Long,51.0,12.0
846, Jonathan Faison,/article/4133199-hutchison-china-meditech-outlook-2018,HCM,2017-12-21 08:40:00,Hutchison China Meditech: Outlook For 2018,Long,51.0,12.0
847," Jason Phillips, CFA",/article/4133192-washington-prime-group-undervalued-maybe-tough-capital-decisions-lay-ahead,WPG,2017-12-21 08:21:00,"Washington Prime Group: Undervalued Maybe, But Tough Capital Decisions Lay Ahead",Long,51.0,12.0
849, Rational Techne,/article/4133188-francescas-treasure-amongst-collections-stock-opportunities,FRAN,2017-12-21 07:55:00,Is Francesca's A Treasure Amongst The Collections Of Stock Opportunities?,Long,51.0,12.0
850, Gary Alexander,/article/4133176-micron-supercycle-continues,MU,2017-12-21 06:01:00,Micron: The Supercycle Continues,Long,51.0,12.0
852, The Investment Doctor,/article/4133045-picanol-luc-tacks-first-step-towards-investment-empire,PICNF,2017-12-21 05:10:00,Picanol: Luc Tack's First Step Towards An Investment Empire,Long,51.0,12.0
853, BioSci Capital Partners,/article/4133157-edge-therapeutics-novel-medicinal-delivery-manage-highly-critical-conditions,EDGE,2017-12-21 04:18:00,Edge Therapeutics: A Novel Medicinal Delivery To Manage Highly Critical Conditions,Long,51.0,12.0
855, Seeking Value,/article/4133147-select-sands-wild-ride,SLSDF,2017-12-21 02:48:00,Select Sands On A Wild Ride,Long,51.0,12.0
856, Tim Travis,/article/4133137-assured-guaranty-52-week-low-bought,AGO,2017-12-21 01:56:00,Assured Guaranty At 52-Week Low Should Be Bought,Long,51.0,12.0
857, Oleh Kombaiev,/article/4133128-alibaba-group-valuation-update,BABA,2017-12-20 23:02:00,Alibaba Group: Valuation Update,Long,51.0,12.0
858, North Channel Investments,/article/4133117-cannabis-stock-analysis-2-canopy-growth-corporation,TWMJF,2017-12-20 20:03:00,Cannabis Stock Analysis #2: Canopy Growth Corporation,Long,51.0,12.0
859, Vladimir Zernov,/article/4133120-noble-buy-news,NE,2017-12-20 20:02:00,Noble Is A Buy After This News,Long,51.0,12.0
860, David Barbalas,/article/4133107-micron-interpreting-q1-earnings-2018-memory-flash-forecasts,MU,2017-12-20 18:18:00,Micron: Interpreting The Q1 Earnings And 2018 Memory And Flash Forecasts,Long,51.0,12.0
861, Confounded Interest,/article/4133100-aimmune-therapeutics-desensitize-good-bet,AIMT,2017-12-20 17:10:00,Aimmune Therapeutics - Desensitize Yourself For A Good Bet!,Long,51.0,12.0
862, ALT Perspective,/article/4133086-nio-tesla-killer,TSLA,2017-12-20 16:17:00,Is NIO A Tesla-Killer?,Long,51.0,12.0
863, Daniel Jones,/article/4133085-linn-energy-making-big-moves-2018,LNGG,2017-12-20 16:15:00,Linn Energy Making Big Moves Before 2018,Long,51.0,12.0
864, Lance Jepsen,/article/4133080-ferro-stock-candle-candle-rising-large-players-volume,FOE,2017-12-20 15:53:00,Ferro Stock Candle Over Candle On Rising Large Players Volume,Long,51.0,12.0
865, Silicon Valley Insights,/article/4133078-microns-2018-year-strong-growth-accelerating-valuation,MU,2017-12-20 15:48:00,Micron's 2018: A Year Of Strong Growth And Accelerating Valuation?,Long,51.0,12.0
867, Max Greve,/article/4133065-sprints-bad-news-bad,S,2017-12-20 15:16:00,Sprint's Bad News Is Not So Bad,Long,51.0,12.0
870," Jason Phillips, CFA",/article/4133041-amc-mr-market-thanks-early-christmas-present,AMC,2017-12-20 13:17:00,"AMC: Mr. Market, Thanks For The Early Christmas Present",Long,51.0,12.0
872, Larry Ramer,/article/4133039-bearish-analysts-may-wrong-fitbit-fitbit-stock,FIT,2017-12-20 13:14:00,Bearish Analysts May Be Wrong About Fitbit And Fitbit Stock,Long,51.0,12.0
876, Victor Dergunov,/article/4133022-tesla-semi-clear-game-changer,TSLA,2017-12-20 12:34:00,Tesla Semi: A Clear Game Changer,Long,51.0,12.0
878, Long Player,/article/4133007-blueknight-energy-partners-l-p-exit-major-shareholder-bargain-entry-point,BKEP,2017-12-20 12:06:00,Blueknight Energy Partners L.P.:  The Exit Of A Major Shareholder Is A Bargain Entry Point,Long,51.0,12.0
879, Pat Stout,/article/4133002-cleveland-cliffs-new-bond-issues-provides-leverage,CLF,2017-12-20 11:44:00,Cleveland-Cliffs: New Bond Issues Provides Leverage,Long,51.0,12.0
881, John Engle,/article/4132996-novavax-punts-nanoflu-accelerates-rsv,NVAX,2017-12-20 11:33:00,"Novavax: Punts On NanoFlu, Accelerates RSV",Long,51.0,12.0
882, David Zanoni,/article/4132979-disney-fox-game-changing-stock-catalyst,DIS,2017-12-20 11:08:00,Disney And Fox: Game-Changing Stock Catalyst,Long,51.0,12.0
883, Itinerant,/article/4132971-sandstorm-gold-christmas-comes-early,SAND,2017-12-20 10:36:00,Sandstorm Gold: Christmas Comes Early,Long,51.0,12.0
884, Healthy Wealth Coach,/article/4132963-jetblue-outrageously-cheap,JBLU,2017-12-20 10:03:00,JetBlue Is Outrageously Cheap,Long,51.0,12.0
885, Bert Hochfeld,/article/4132947-oracle-quite-white-christmas-oracle-shareholders-dreamed,ORCL,2017-12-20 09:35:00,Oracle - Not Quite The White Christmas That Oracle Shareholders Had Dreamed,Long,51.0,12.0
886, BioSci Capital Partners,/article/4132953-madrigal-pharmaceuticals-elucidating-upcoming-binary-event,MDGL,2017-12-20 09:28:00,Madrigal Pharmaceuticals: Elucidating The Upcoming Binary Event,Long,51.0,12.0
887, Bryan Shealy,/article/4132945-verso-corporation-value-growth-opportunity-great-price,VRS,2017-12-20 08:58:00,Verso Corporation: Value/Growth Opportunity At Great Price!,Long,51.0,12.0
888, Pantho Investments,/article/4132943-dave-and-busters-value-stock-clear-growth-path,PLAY,2017-12-20 08:55:00,Dave & Buster's: A Value Stock With A Clear Growth Path,Long,51.0,12.0
889, Howard Jay Klein,/article/4132941-wynn-topping-bullish-forecasts-200-pt-hold-q2-2018,WYNN,2017-12-20 08:52:00,"Wynn: After Topping All Our Bullish Forecasts, Does Our $200 PT Hold For Q2 2018?",Long,51.0,12.0
893, John Engle,/article/4132921-synergys-new-ceo-change-course,SGYP,2017-12-20 06:24:00,Synergy's New CEO: More Of The Same Or Change Of Course?,Long,51.0,12.0
894, Jonathan Faison,/article/4132914-scorpio-bulkers-primed-rebound-2018,SALT,2017-12-20 05:42:00,Scorpio Bulkers: Primed For A Rebound In 2018,Long,51.0,12.0
895, Dividend Stream,/article/4132912-t-mobile-sprint-deal-ok,TMUS,2017-12-20 05:37:00,"T-Mobile: No Sprint Deal, But That's OK",Long,51.0,12.0
896, Trapping Value,/article/4132906-cenovus-q4-results-might-disappoint-deep-value-still-present,CVE,2017-12-20 05:15:00,"Cenovus: Q4 Results Might Disappoint, But Deep Value Still Present",Long,51.0,12.0
897, George Fisher,/article/4132902-mercer-international-commodity-pulp-guys,MERC,2017-12-20 04:26:00,Mercer International: Who Are These Commodity Pulp Guys?,Long,51.0,12.0
898, Sam Tiahnybik,/article/4132894-imperial-ginseng-known-health-benefits-operators,IGPFF,2017-12-20 02:45:00,Imperial Ginseng - Known For Its Health Benefits Not Its Operators,Long,51.0,12.0
899, Gio Danisi,/article/4132882-blackberry-qnxs-value-much-think,BB,2017-12-19 23:09:00,BlackBerry: QNX's Value Is Much More Than You Could Think,Long,51.0,12.0
