Time,Link,Title,Authors,Tickers,Strategy
" May 27, 2017, 11:48 AM ",/article/4076834-emergent-biosolutions-attractive-risk-reward-biodefense-play,Emergent BioSolutions: A Very Attractive Risk/Reward Biodefense Play, Boris Marjanovic,EBS,Long
 NNN,/article/4076944-buy-dividend-achiever-5-year-valuation-low-4_8-percent-dividend-yield,Buy This Dividend Achiever At A 5-Year Valuation Low And A 4.8% Dividend Yield," May 27, 2017, 10:30 AM ",Editors' Pick ,Long
 CX,/article/4076791-cemex-better-market-seems-think,Cemex Is Better Than The Market Seems To Think," May 27, 2017, 8:23 AM ",Editors' Pick ,Long
 THNUY,/article/4076785-thanachart-capital-loan-growth-likely-resume,Thanachart Capital: Loan Growth Likely To Resume," May 27, 2017, 7:51 AM ",Editors' Pick ,Long
" NEWM, MNI, NSAT",/article/4076685-pro-weekly-digest-focusing-long-short-ideas-newspaper-industry,PRO Weekly Digest: Focusing On Long And Short Ideas In The Newspaper Industry," May 27, 2017, 7:30 AM ",Editors' Pick ,Long
" May 27, 2017, 6:03 AM ",/article/4076988-potential-industry-consolidation-makes-vantiv-attractive,Potential Industry Consolidation Makes Vantiv Attractive, Strubel Investment Management,WP,Long
" May 27, 2017, 2:04 AM ",/article/4076982-apple-uses-chip-expertise-move-ahead-ai,Apple Uses Its Chip Expertise To Move Ahead In AI, Mark Hibben,AAPL,Long
" May 26, 2017, 6:28 PM ",/article/4076977-recent-supreme-court-decision-means-networkminus-1-technologies,What The Recent Supreme Court Decision Means For Network-1 Technologies, Jeff Marston,NTIP,Long
" May 26, 2017, 6:04 PM ",/article/4076970-ii-vi-growth-drivers-competitors,II-VI: Growth Drivers By Competitors, Jorge Acrisio,IIVI,Long
" May 26, 2017, 5:19 PM ",/article/4076967-earn-monthly-7_5-percent-yield-rentals,Earn A Monthly 7.5% Yield From Rentals, Jussi Askola,IRT,Long
" May 26, 2017, 2:58 PM ",/article/4076922-hormel-take-advantage-selloff,Hormel: Take Advantage Of This Selloff, Peter Jaworowski,HRL,Long
" May 26, 2017, 2:53 PM ",/article/4076910-nuance-long-road-turning,Nuance: It Is A Long Road That Has No Turning, Bert Hochfeld,NUAN,Long
" May 26, 2017, 2:29 PM ",/article/4076884-brembo-just-beginning-great-investment-story,Brembo: This Is Just The Beginning Of A Great Investment Story, Raffi Balyozyan,BRBOF,Long
" MCPDF, MCGRF, MCGPF",/article/4076537-major-cineplex-thailands-dominant-movie-theater-operator-multiple-growth-drivers,Major Cineplex: Thailand's Dominant Movie Theater Operator With Multiple Growth Drivers," May 26, 2017, 2:27 PM ",Editors' Pick ,Long
" May 26, 2017, 2:19 PM ",/article/4076879-citigroup-outperforming-big-banks,Citigroup Is Outperforming The Big Banks, IP Banking Research,C,Long
" May 26, 2017, 2:05 PM ",/article/4076870-skechers-valuation-gap-exaggerated,Skechers: Valuation Gap Is Exaggerated, Kenra Investors,SKX,Long
" May 26, 2017, 1:54 PM ",/article/4076883-alj-regional-powers-acquisitions-solid-financial-results,ALJ Regional Powers Up With Acquisitions And Solid Financial Results, Don Dion,ALJJ,Long
" May 26, 2017, 1:38 PM ",/article/4076874-agios-amigos,"Agios, Amigos!", Strong Bio,AGIO,Long
" May 26, 2017, 1:10 PM ",/article/4076850-spark-therapeutics-upcoming-fda-catalyst,Spark Therapeutics: Upcoming FDA Catalyst, David Zanoni,ONCE,Long
" May 26, 2017, 1:06 PM ",/article/4076858-tesla-building-moat-hd-maps,Is Tesla Building A Moat With HD Maps?, Trent Eady,TSLA,Long
" May 26, 2017, 12:49 PM ",/article/4076853-ibm-can-challenge-microsoft-office-adobe-creative-cloud,How And Why IBM Can Challenge Microsoft Office And Adobe Creative Cloud, Motek Moyen,IBM,Long
" May 26, 2017, 12:36 PM ",/article/4076848-inphis-long-term-potential,Inphi's Long-Term Potential, Blake Ruschman,IPHI,Long
 VLEEY,/article/4076497-valeo-still-hard-throttle,Valeo Still Hard On The Throttle," May 26, 2017, 12:33 PM ",Editors' Pick ,Long
" May 26, 2017, 12:31 PM ",/article/4076847-dhx-continues-build-irreplaceable-portfolio,DHX Continues To Build An Irreplaceable Portfolio, Bank On Insight,DHXM,Long
 LFDEF,/article/4076494-urthecast-earth-back,UrtheCast: To Earth And Back Again," May 26, 2017, 12:26 PM ",Editors' Pick ,Long
" May 26, 2017, 12:22 PM ",/article/4076845-snaps-share-lock-non-factor-summer,Snap's Share Lock-Up A Non-Factor This Summer, Alex Cho,SNAP,Long
" SCVPF, SCVPY, SCVUF",/article/4076489-siam-cement-tapping-asean-growth-chemicals-core-earnings-driver,Siam Cement: Tapping On ASEAN Growth With Chemicals As The Core Earnings Driver," May 26, 2017, 12:12 PM ",Editors' Pick ,Long
 GMS,/article/4076487-gms-gypsum-fueled-roll-set-strong-returns,GMS: Gypsum-Fueled Roll-Up Set For Strong Returns," May 26, 2017, 12:03 PM ",Editors' Pick ,Long
" May 26, 2017, 12:02 PM ",/article/4076817-apple-widely-followed-stock-overvalued,Apple: The Most Widely Followed Stock Is Not Overvalued, Michael Wiggins De Oliveira,AAPL,Long
" May 26, 2017, 11:59 AM ",/article/4076829-stamps-com-e-commerce-key,Stamps.com: E-Commerce Is The Key, The Bull Case,STMP,Long
" May 26, 2017, 11:46 AM ",/article/4076833-gamestop-argue-facts,GameStop: You Can't Argue Facts, Quad 7 Capital,GME,Long
" May 26, 2017, 11:39 AM ",/article/4076821-teekay-capital-program-backfires,Teekay: Capital Program Backfires, Long Player,TK,Long
" May 26, 2017, 11:15 AM ",/article/4076822-intuitive-true-pioneer,Intuitive: A True Pioneer, Dylan Burzinski,ISRG,Long
" May 26, 2017, 11:06 AM ",/article/4076820-biglari-holdings-makes-significant-insurance-company-acquisition,Biglari Holdings Makes Significant Insurance Company Acquisition, Aurelien Windenberger,BH,Long
" May 26, 2017, 10:52 AM ",/article/4076813-maxlinear-much-higher-can-go,MaxLinear: How Much Higher Can We Go?, Kumquat Research,MXL,Long
 CEQP,/article/4076456-crestwood-current-9_8-percent-yield-potential-30-percent-12-month-total-return,Crestwood: A Current 9.8% Yield And Potential 30% 12-Month Total Return," May 26, 2017, 10:50 AM ",Editors' Pick ,Long
" May 26, 2017, 10:16 AM ",/article/4076812-startek-delivers-highest-quarterly-profit-since-september-2009-revenue-growth-major-margin,Startek Delivers Highest Quarterly Profit Since September 2009 As Revenue Growth With Major Margin Expansion Is About To Take Off, Omar A. Samalot,SRT,Long
" May 26, 2017, 10:09 AM ",/article/4076805-notice-blackberrys-game-changer,Did You Notice Blackberry's Game-Changer?, Jay Somaney,BB,Long
" May 26, 2017, 9:04 AM ",/article/4076793-costco-heading-200,Costco: Heading To $200, Richard Saintvilus,COST,Long
" May 26, 2017, 8:47 AM ",/article/4076790-crunching-numbers-teslas-solar-roof-trying-get-excited,"Crunching The Numbers On Tesla's Solar Roof, And Trying Not To Get Too Excited", Galileo Russell,TSLA,Long
" May 26, 2017, 8:40 AM ",/article/4076796-huntsman-clariant-tie-unlock-shareholder-value,Huntsman Clariant Tie-Up To Unlock More Shareholder Value, Michael Boyd,HUN,Long
" ALGN, INCY, BIIB",/article/4076774-stock-exchange-time-reconsider-healthcare,Stock Exchange: Time To Reconsider Healthcare?," May 26, 2017, 7:59 AM ",Editors' Pick ,Long
 MCESF,/article/4076402-macro-enterprises-strong-downside-protection-even-despite-turbulent-macro-environment,Macro Enterprises - Strong Downside Protection Even Despite Turbulent Macro Environment," May 26, 2017, 7:57 AM ",Editors' Pick ,Long
" May 26, 2017, 7:50 AM ",/article/4076784-oil-service-firms-investments-key-halting-venezuelas-post-maduro-production-decline,Oil Service Firms Investments Key To Halting Venezuela's Post-Maduro Production Decline, Albert Goldson,"BHGE, HAL, SLB",Long
" May 26, 2017, 7:41 AM ",/article/4076781-long-case-first-data-corporation,My Long Case For First Data Corporation, Ryan Surber,FDC,Long
" May 26, 2017, 7:39 AM ",/article/4076780-mcig-rival-choice-easy,MCig And A Rival: The Choice Is Easy, David Butler,MCIG,Long
" May 26, 2017, 7:34 AM ",/article/4076778-invesco-huge-fear,Invesco: A Huge Fear, Quad 7 Capital,IVR,Long
 ZMTP,/article/4076393-zoom-update-2-big-ways-win,Zoom Update: 2 Big Ways To Win," May 26, 2017, 7:28 AM ",Editors' Pick ,Long
" May 26, 2017, 3:07 AM ",/article/4076756-palo-alto-networks-getting-back-growth,Palo Alto Networks: Getting Back To Growth, Kumquat Research,PANW,Long
" May 26, 2017, 3:02 AM ",/article/4076754-micron-approaching-peak,Micron: Approaching A Peak?, Kumquat Research,MU,Long
" May 26, 2017, 2:43 AM ",/article/4076749-gamestop-another-opportunity-buy-dip,GameStop: Another Opportunity To Buy The Dip, L&F Capital Management,GME,Long
" May 26, 2017, 12:17 AM ",/article/4076735-signet-long-term-buy,Signet Could Be A Long-Term Buy Here, L&F Capital Management,SIG,Long
" May 25, 2017, 7:02 PM ",/article/4076699-alphabet-approaches-1000-now,"Alphabet Approaches $1,000: Now What?", Stone Fox Capital,"GOOGL, GOOG",Long
" May 25, 2017, 6:43 PM ",/article/4076697-vmware-accounting-playbook-flashes-buy-signal,VMware: Accounting Playbook Flashes Buy Signal, ASC Research,VMW,Long
" May 25, 2017, 5:27 PM ",/article/4076683-upside-potential-possible-transaction-parexel-international,Upside Potential From Possible Transaction At PAREXEL International, Rudy Sangari,PRXL,Long
" May 25, 2017, 5:25 PM ",/article/4076681-supporting-bullish-thesis-scynexis-notes-conversation-ceo,Supporting Our Bullish Thesis On Scynexis: Notes From A Conversation With The CEO, Bob Sharma,SCYX,Long
" May 25, 2017, 4:53 PM ",/article/4076670-facebook-just-wait,Facebook: Just Wait, Abba's Aces,FB,Long
" May 25, 2017, 4:23 PM ",/article/4076649-progressive-corporation-progressed-time-high-climb,Progressive Corporation Has Progressed To An All-Time High And Has Further To Climb, John Longsworth,PGR,Long
" May 25, 2017, 4:19 PM ",/article/4076646-spark-therapeutics-next-big-thing-gene-therapy,Spark Therapeutics: The Next Big Thing In Gene Therapy?, Benjamin Handler,ONCE,Long
 BCS,/article/4076637-barclays-goldman-analysts-getting-wrong,Barclays: Goldman Analysts Are Getting This All Wrong," May 25, 2017, 4:11 PM ",Editors' Pick ,Long
" May 25, 2017, 3:56 PM ",/article/4076652-ericsson-strong-position-5g-network-buildout,Ericsson Has Strong Position Before 5G Network Buildout, Daniel Eskola,ERIC,Long
" May 25, 2017, 3:49 PM ",/article/4076645-microsoft-still-plenty-room-grow,Microsoft Still Has Plenty Of Room To Grow, Searching For Value,MSFT,Long
" May 25, 2017, 3:40 PM ",/article/4076582-gilead-taking-side-bet,Gilead: Taking The Other Side Of The Bet, Jonathan Weber,GILD,Long
" May 25, 2017, 3:34 PM ",/article/4076630-oncomed-contrarian-buy,Is OncoMed A Contrarian Buy?, Strong Bio,OMED,Long
" May 25, 2017, 3:30 PM ",/article/4076564-blackberry-shorts-running-away,BlackBerry: Shorts Are Running Away, Business Quant,BB,Long
" May 25, 2017, 3:29 PM ",/article/4076626-american-airlines-nothing-boring-stock,American Airlines: Nothing Boring About This Stock, Stone Fox Capital,AAL,Long
" May 25, 2017, 3:21 PM ",/article/4076609-10-percent-solution-challenge-change-computing-world,The 10% Solution And The Challenge Of Change For The Computing World, William Tidwell,"INTC, SSNLF, WDC",Long
" May 25, 2017, 3:02 PM ",/article/4076541-world-runs-dunkin-brands,"The World Runs On Dunkin Brands, And You Should Too", Timothy O'Brien,DNKN,Long
" May 25, 2017, 3:01 PM ",/article/4076540-vascular-biogenics-radar-oncology-play-near-6,Vascular Biogenics: An Under-The-Radar Oncology Play Near $6, Bret Jensen,VBLT,Long
" May 25, 2017, 2:57 PM ",/article/4076536-gm-tumbles-emissions-cheating-news,GM Tumbles After Emissions Cheating News, Jonathan Weber,GM,Long
" May 25, 2017, 2:55 PM ",/article/4076535-abivax-biotech-blockbuster-potential,Abivax: A Biotech With Blockbuster Potential, Giltedge,AAVXF,Long
" May 25, 2017, 2:08 PM ",/article/4076530-large-retail-advantage-one-talking,A Large Retail Advantage No One Is Talking About, Paulo Santos,"GES, JWN, KSS",Long
" May 25, 2017, 1:32 PM ",/article/4076510-holding-priceline-group,Holding The Priceline Group, Eric Sprague,BKNG,Long
" May 25, 2017, 1:20 PM ",/article/4076503-halliburton-best-choice-profit-2017minus-18-oil-price-upswing,Halliburton: The Best Choice To Profit From A 2017-18 Oil Price Upswing?, Paul Franke,HAL,Long
" May 25, 2017, 12:49 PM ",/article/4076502-amazon-buy-macys-kick-start-offline-ambition,Amazon Should Buy Macy's To Kick Start Its Offline Ambition, Invest with J. Zhang,M,Long
" May 25, 2017, 12:47 PM ",/article/4076501-nokia-benefits-friends-apple,Nokia: The Benefits Of Being Friends With Apple, Motek Moyen,NOK,Long
" May 25, 2017, 12:27 PM ",/article/4076483-bet-best-buy,Don't Bet Against Best Buy, L&F Capital Management,BBY,Long
" May 25, 2017, 12:01 PM ",/article/4076486-amd-remains-better-investment-nvidia,AMD Remains A Better Investment Than Nvidia, Alex Cho,"AMD, NVDA",Long
" May 25, 2017, 11:50 AM ",/article/4076481-total-good-buy,Total: A Good Buy, Societe Financiers,TOT,Long
" May 25, 2017, 11:35 AM ",/article/4076474-alphabet-sell-waymo,Should Alphabet Sell Waymo?, Jonathan Weber,"GOOG, GOOGL",Long
" May 25, 2017, 11:34 AM ",/article/4076473-bank-america-matters,Bank Of America: THIS Is What Matters, Quad 7 Capital,BAC,Long
" May 25, 2017, 11:18 AM ",/article/4076462-tegna-spin-creating-35-percent-upside,Tegna Spin-Off Creating 35% Upside, Eric Nickolaison,TGNA,Long
 BABA,/article/4076457-alibaba-continues-build-e-commerce-cloud-media-empire,"Alibaba Continues To Build Its E-Commerce, Cloud And Media Empire"," May 25, 2017, 10:55 AM ",Editors' Pick ,Long
" May 25, 2017, 10:39 AM ",/article/4076453-mcdonalds-getting-bit-frothy,McDonald's: Getting A Bit Frothy, Andrew McElroy,MCD,Long
" May 25, 2017, 10:36 AM ",/article/4076452-whiting-petroleum-next-year-better,Whiting Petroleum: Next Year Should Be Better, Daniel Jones,WLL,Long
" May 25, 2017, 10:02 AM ",/article/4076448-enterprise-products-partners-good-pick-30,Enterprise Products Partners: A Good Pick Below $30?, Orthodox Investor,EPD,Long
" CF, OCINF, OCINY",/article/4076066-buy-cf-industries-oci,Should You Buy CF Industries Or OCI?," May 25, 2017, 9:45 AM ",Editors' Pick ,Long
 AXSM,/article/4076434-analysis-axsome-therapeutics-upcoming-catalysts,An Analysis Of Axsome Therapeutics' Upcoming Catalysts," May 25, 2017, 9:41 AM ",Editors' Pick ,Long
" May 25, 2017, 9:27 AM ",/article/4076438-skechers-sale-growth-potentials-discounted-price-least-20-percent,Skechers: On Sale... Growth Potentials At A Discounted Price Of At Least 20%, Integer Investments,SKX,Long
 CRME,/article/4076427-cardiome-pharma-pieces-coming-together,Cardiome Pharma: The Pieces Are Coming Together," May 25, 2017, 9:24 AM ",Editors' Pick ,Long
" May 25, 2017, 6:55 AM ",/article/4076384-bank-america-see-11-percent-one-month-possible,Bank Of America - Why I See 11% In One Month Possible Here, Markos Kaminis,BAC,Long
 NVDA,/article/4076383-nvidia-growing-rapidly-mark-hibbens-idea-month,Nvidia Is Growing Rapidly - Mark Hibben's Idea Of The Month," May 25, 2017, 6:40 AM ",Editors' Pick ,Long
" May 25, 2017, 5:46 AM ",/article/4076368-rollins-ultimate-recession-proof-company,Rollins: The Ultimate Recession-Proof Company, Mike Berner,ROL,Long
" May 25, 2017, 5:32 AM ",/article/4076360-zoes-kitchen-buy-half-now-flop,Zoe's Kitchen - Buy Half Now And The Other After The Flop, Tony Cardinalli,ZOES,Long
" May 25, 2017, 5:29 AM ",/article/4076358-going-peabody-energy,What's Going On With Peabody Energy?, Burt Rothberg,BTU,Long
" May 25, 2017, 5:14 AM ",/article/4076355-shopify-pay-40-percent-faster-checkout-18-percent-sales,"Shopify Pay: 40% Faster Checkout, 18% More Sales", Save Money Retire Early,SHOP,Long
" May 24, 2017, 11:31 PM ",/article/4076326-softbanks-vote-confidence-nvidia,SoftBank's Vote Of Confidence In Nvidia, Mark Hibben,NVDA,Long
" May 24, 2017, 9:59 PM ",/article/4076318-amazon-buying-macys-make-sense,Would Amazon Buying Macy's Make Sense?, Orange Peel Investments,M,Long
" May 24, 2017, 7:35 PM ",/article/4076299-double-money-6-percent-move-gilead-sciences,How To Double Your Money On A 6% Up Move In Gilead Sciences, Giovanni DiMauro,GILD,Long
" May 24, 2017, 4:22 PM ",/article/4076250-softbank-drops-hard-money-nvidia,SoftBank Drops Hard Money On Nvidia, Sam Warren,NVDA,Long
" May 24, 2017, 4:02 PM ",/article/4076258-chevrons-arduous-gorgon-story-passes-major-milestone,Chevron's Arduous Gorgon Story Passes A Major Milestone, Callum Turcan,CVX,Long
" May 24, 2017, 4:01 PM ",/article/4076255-nvidia-next-intel,Nvidia: The Next Intel?, Celeritas Investments,NVDA,Long
" May 24, 2017, 3:59 PM ",/article/4076254-allergans-debt-refinancing-less,Allergan's Debt Refinancing: When More Is Less, Open Square Capital,AGN,Long
" May 24, 2017, 3:50 PM ",/article/4076249-chesapeake-cooking-haynesville-shale,What Chesapeake Is Cooking Up In The Haynesville Shale, Callum Turcan,CHK,Long
" May 24, 2017, 3:46 PM ",/article/4076248-amicus-therapeutics-rare-find-biotechnology,Amicus Therapeutics: A Rare Find In Biotechnology, Strong Bio,FOLD,Long
" May 24, 2017, 3:29 PM ",/article/4076241-exelixis-still-buy,Exelixis Could Still Be A Buy, Strong Bio,EXEL,Long
" May 24, 2017, 3:15 PM ",/article/4076228-chesapeake-energy-nothing-surprising,Chesapeake Energy: Nothing Surprising Here, Orthodox Investor,CHK,Long
" May 24, 2017, 2:54 PM ",/article/4076207-molson-coors-buy-downtrend,Molson Coors: Buy The Downtrend, Timothy Gornall,TAP,Long
" May 24, 2017, 2:35 PM ",/article/4076219-tiffany-diamond-sale,Tiffany: A Diamond Is On Sale, Quad 7 Capital,TIF,Long
 NBIX,/article/4076211-neurocrine-stumbles-ingrezza-pediatric-tourettes,Neurocrine Stumbles With Ingrezza In Pediatric Tourette's," May 24, 2017, 2:26 PM ",Editors' Pick ,Long
" May 24, 2017, 2:02 PM ",/article/4076194-armour-case-market-inefficiency,Under Armour: A Case Of Market Inefficiency?, Zane Farris,UAA,Long
" May 24, 2017, 1:55 PM ",/article/4076173-math-chevron-undervalued,"Do The Math, Chevron Is Undervalued", Oil Industry Trends & Insights,CVX,Long
" May 24, 2017, 1:33 PM ",/article/4076179-autozone-extreme-value,AutoZone: Extreme Value, Quad 7 Capital,AZO,Long
" May 24, 2017, 12:47 PM ",/article/4076154-toll-brothers-beats-raises,Toll Brothers Beats And Raises, Jonathan Weber,TOL,Long
