Authors,Date,Link,Tickers,Title,Strategy
 Eric Schwer," Mar. 30, 2016, 4:40 PM ",/article/3962092-lazard-may-bumpy-ride-well-managed,LAZ,"Lazard May Have A Bumpy Ride, But Well Managed",Long
 Sven Carlin," Mar. 30, 2016, 4:03 PM ",/article/3962090-apple-next-40-years,AAPL,Apple For The Next 40 Years,Long
 James Knippen," Mar. 30, 2016, 3:35 PM ",/article/3962071-gilead-gilead-art-thou-gilead,GILD,"Gilead, Gilead Where Art Thou Gilead?",Long
 Jason Ditz," Mar. 30, 2016, 3:24 PM ",/article/3962066-aercaps-rebound-company-still-bargain,AER,"After AerCap's Rebound, Company Is Still A Bargain",Long
 Intelligent Speculator," Mar. 30, 2016, 3:20 PM ",/article/3962074-facebook-getting-started,FB,Facebook Is Only Getting Started,Long
 SqueezeMetrics," Mar. 30, 2016, 3:09 PM ",/article/3962059-pfizer-allergan-merger-arbs-arrived,AGN,Pfizer-Allergan Merger Arbs Have Arrived,Long
 Opaque Investors," Mar. 30, 2016, 2:45 PM ",/article/3962049-overstock-com-overlooked-value,OSTK,Overstock.com: An Overlooked Value,Long
 Mihir Mehta," Mar. 30, 2016, 2:42 PM ",/article/3962060-chevron-stay-long-upside,CVX,Chevron: Stay Long For More Upside,Long
 Diego T. Salas," Mar. 30, 2016, 2:28 PM ",/article/3962043-lockheed-martin-stock-market-general,LMT,Lockheed Martin: The Stock Market General,Long
 Collective Investment Co.," Mar. 30, 2016, 2:27 PM ",/article/3962052-sticking-planet-fitness,PLNT,Why We Are Sticking With Planet Fitness,Long
 Leo Nelissen," Mar. 30, 2016, 2:23 PM ",/article/3962051-expedias-impressive-growth-story,EXPE,Expedia's Impressive Growth Story Isn't Over,Long
 Alpha Investor," Mar. 30, 2016, 1:59 PM ",/article/3962044-capstone-turbine-primed-comeback,CPST,Capstone Turbine - Primed For A Comeback?,Long
 Detroit Bear," Mar. 30, 2016, 1:53 PM ",/article/3962029-finish-line-shares-soaring,FINL,Finish Line Shares Are Soaring,Long
" Mar. 30, 2016, 1:33 PM ", CYOU,/article/3962034-changyou-extremely-undervalued-possible-privatization-candidate,Editors' Pick ,Changyou - Extremely Undervalued And A Possible Privatization Candidate,Long
 West Coast Growth Picks," Mar. 30, 2016, 12:43 PM ",/article/3962010-pivot-underway-save-spirits-stock-price-makes-buy,SAVE,A Pivot Underway To Save Spirit's Stock Price Makes It A Buy,Long
 Alpha Investor," Mar. 30, 2016, 12:42 PM ",/article/3962020-reasons-chevron-will-continue-turning-around,CVX,More Reasons Why Chevron Will Continue Turning Around,Long
 Quad 7 Capital," Mar. 30, 2016, 12:30 PM ",/article/3962007-carnival-aboard,CCL,Carnival: All Aboard!,Long
 West Coast Growth Picks," Mar. 30, 2016, 12:19 PM ",/article/3962004-united-chinese-opportunity,UAL,United: A Chinese Opportunity,Long
 Shudeep Chandrasekhar," Mar. 30, 2016, 12:16 PM ",/article/3962014-netflix-flexing-muscles-home-market-deploys-new-strategy-abroad,NFLX,"Netflix Flexing Muscles In Home Market, Deploys New Strategy Abroad",Long
 Alpha Investor," Mar. 30, 2016, 11:46 AM ",/article/3962002-exxon-mobil-reasons-buying,XOM,Exxon Mobil: More Reasons Why You Should Be Buying,Long
 Mihir Mehta," Mar. 30, 2016, 11:41 AM ",/article/3961993-continental-resources-buy,CLR,Why Continental Resources Is A Buy,Long
 Ugly Duckling," Mar. 30, 2016, 11:37 AM ",/article/3961988-missing-point-iphone-se,AAPL,Missing The Point On The iPhone SE,Long
 EP Vantage," Mar. 30, 2016, 11:34 AM ",/article/3961987-keryx-leaps-one-hurdle-regulators-payers-await,KERX,Keryx Leaps One Hurdle But Regulators And Payers Await,Long
 Seeking Early Retirement," Mar. 30, 2016, 11:12 AM ",/article/3961676-look-bhps-spin-south32-first-half-year-independent-company,SOUHY,A Look At BHP's Spin-Off South32 After Its First Half-Year As An Independent Company,Long
 Larry Saunders," Mar. 30, 2016, 10:58 AM ",/article/3961973-maxwell-technologies-appears-conservatively-priced,MXWL,Maxwell Technologies Appears Conservatively Priced,Long
 The Value Investor," Mar. 30, 2016, 10:53 AM ",/article/3961961-akorn-taking-right-measures-market-might-pessimistic,AKRX,"Akorn: Taking All The Right Measures, And The Market Might Be Too Pessimistic",Long
 Alexander Maxwell," Mar. 30, 2016, 10:41 AM ",/article/3961955-synergy-pharmaceuticals-fda-decision-play,SGYP,Synergy Pharmaceuticals: FDA Decision Play,Long
 Harry Rosner," Mar. 30, 2016, 10:23 AM ",/article/3961950-cheniere-energy-partnership-interest-undervalued,LNG,Cheniere Energy - Partnership Interest Undervalued,Long
 Mario Rodriguez," Mar. 30, 2016, 10:15 AM ",/article/3961949-bank-america-quality-bank-selling-book-value,BAC,Bank Of America: A Quality Bank Selling Below Book Value,Long
 Investment Biker," Mar. 30, 2016, 10:03 AM ",/article/3961647-american-equity-investment-life-small-cap-story-high-growth-prospects-takeout-potential,AEL,American Equity Investment Life: Small-Cap Story With High Growth Prospects And Takeout Potential,Long
 ONeil Trader," Mar. 30, 2016, 10:00 AM ",/article/3961944-depomed-waiting-storm-pass,DEPO,Depomed: Waiting For The Storm To Pass,Long
 Kenra Investors," Mar. 30, 2016, 9:45 AM ",/article/3961939-buy-brembo-want-long-term-growth,BRBOF,Buy Brembo If You Want Long-Term Growth,Long
" Stephen Simpson, CFA"," Mar. 30, 2016, 9:30 AM ",/article/3961491-globus-medical-looks-like-undervalued-innovator,GMED,Globus Medical Looks Like An Undervalued Innovator,Long
 PTSD Trader," Mar. 30, 2016, 9:02 AM ",/article/3961926-valuing-acadias-nuplazid,ACAD,Valuing Acadia's Nuplazid,Long
 Brandon Dempster," Mar. 30, 2016, 8:58 AM ",/article/3961925-spectra-energy-safe-midstream-attractive-yield,ENB,Spectra Energy Is A Safe Midstream With An Attractive Yield,Long
 Mihir Mehta," Mar. 30, 2016, 8:57 AM ",/article/3961931-cameco-time-buy-52-week-lows,CCJ,Cameco: Time To Buy At 52-Week Lows,Long
 Alexander Maxwell," Mar. 30, 2016, 8:12 AM ",/article/3961920-next-steps-acadia-fda-panel-decision,ACAD,Next Steps For Acadia After FDA Panel Decision,Long
 Leo Nelissen," Mar. 30, 2016, 8:07 AM ",/article/3961918-gilead-sciences-vs-peers,GILD,Gilead Sciences Vs. Its Peers,Long
" Mar. 30, 2016, 8:06 AM ", IBM,/article/3961777-ibm-exclusive-interview-series-1-inhi-cho-suh-future-analytics-service,Editors' Pick ,IBM Exclusive Interview Series 1: Inhi Cho Suh On The Future Of Analytics As A Service,Long
 Ivan.Tang," Mar. 30, 2016, 8:04 AM ",/article/3961905-china-gets-winning-formula-silk-road-railway,CRWOY,China Gets Winning Formula For Silk Road Railway,Long
 Josh Arnold," Mar. 30, 2016, 7:59 AM ",/article/3961904-bank-america-banking-2-rate-hikes,BAC,Bank Of America Banking On 2 Rate Hikes,Long
 Fun Trading," Mar. 30, 2016, 7:20 AM ",/article/3961903-rowan-companies-announces-new-2016-day-rate-4-jackups-working-saudi-aramco,RDC,Rowan Companies - Announces New 2016 Day Rate For Its 4 Jackups Working For Saudi Aramco,Long
 Value Digger," Mar. 30, 2016, 6:45 AM ",/article/3961877-can-omni-channel-specialty-retailer-continue-outperform-beat-sector,CBK,Can This Omni-Channel Specialty Retailer Continue To Outperform And Beat The Sector?,Long
 The Investment Doctor," Mar. 30, 2016, 5:58 AM ",/article/3961893-regis-resources-rebuilding-balance-sheet-anticipation-expansion,RGRNF,Regis Resources - Rebuilding The Balance Sheet In Anticipation Of An Expansion?,Long
 The Investment Doctor," Mar. 30, 2016, 5:04 AM ",/article/3961886-polymetal-internationals-free-cash-flow-remained-robust,AUCOY,Polymetal International's Free Cash Flow Remained Very Robust,Long
 Dhierin Bechai," Mar. 30, 2016, 4:06 AM ",/article/3961878-boeing-real-dreamliner-challenge-starts-now,BA,Boeing: The Real Dreamliner Challenge Starts Now,Long
 Daniel Jones," Mar. 30, 2016, 3:47 AM ",/article/3961872-chicago-bridge-and-irons-2-billion-lawsuit,CBI,Chicago Bridge & Iron's $2 Billion Lawsuit,Long
 Sarfaraz A. Khan," Mar. 30, 2016, 3:11 AM ",/article/3961868-total-s-oil-majors-expensive,TOT,Total S.A.: Not All Oil Majors Are Expensive,Long
 Harold Goldmeier," Mar. 30, 2016, 1:32 AM ",/article/3961855-groupon-still-attractive-investment-risk-takers,GRPN,Groupon Still An Attractive Investment For Risk Takers,Long
 Valuentum," Mar. 30, 2016, 1:23 AM ",/article/3961854-oracle-remains-confident-transition,ORCL,Oracle Remains Confident In Transition,Long
 BAM Investments," Mar. 30, 2016, 1:20 AM ",/article/3961851-nike-great-company-stock-expensive,NKE,"Nike Is A Great Company, But The Stock Is Expensive",Long
 Donovan Jones," Mar. 30, 2016, 1:14 AM ",/article/3961850-post-ipo-square-much-payments-processor,SQ,Post-IPO Square Is Much More Than A Payments Processor,Long
 Singular Research," Mar. 29, 2016, 11:26 PM ",/article/3961838-stamps-com-another-eps-beat-ahead,STMP,"Stamps.com: Another EPS Beat, Is There More Ahead?",Long
 Long Player," Mar. 29, 2016, 6:57 PM ",/article/3961805-east-west-petroleum-teaches-scrooge-rake-cash,EWPMF,East West Petroleum Teaches Scrooge How To Rake In The Cash,Long
 Fundamental Investing," Mar. 29, 2016, 6:35 PM ",/article/3961806-conocophillips-comeback-will-continue,COP,Why ConocoPhillips' Comeback Will Continue,Long
 Philip Mause," Mar. 29, 2016, 6:30 PM ",/article/3961798-mlp-bottom-fishing-4-crestwood-equity-partners,CEQP,MLP Bottom Fishing 4: Crestwood Equity Partners,Long
 Sneha Shah," Mar. 29, 2016, 6:15 PM ",/article/3961793-jinkosolar-shines,JKS,JinkoSolar Shines On,Long
 Mark Hibben," Mar. 29, 2016, 5:55 PM ",/article/3961797-tesla-investors-look-model-3-event,TSLA,Tesla: What Investors Should Look For At Model 3 Event,Long
 Sramana Mitra," Mar. 29, 2016, 5:48 PM ",/article/3961794-sap-also-counting-cloud-analytics,SAP,SAP Also Counting On The Cloud And Analytics,Long
 Mitchell Harris," Mar. 29, 2016, 5:33 PM ",/article/3961789-electric-vehicle-maker-set-accelerate-kandi-technologies,KNDI,Electric Vehicle Maker Set To Accelerate: Kandi Technologies,Long
 The Investment Doctor," Mar. 29, 2016, 4:45 PM ",/article/3961773-sap-missed-cash-flow-expectations-company-remains-monster,SAP,"SAP Missed My Cash Flow Expectations, But The Company Remains A Monster",Long
 Alexander Valtsev," Mar. 29, 2016, 4:36 PM ",/article/3961778-alibaba-group-attractive-growth-stock-2016,BABA,Alibaba Group: The Most Attractive Growth Stock In 2016,Long
 Kyler Hasson," Mar. 29, 2016, 4:03 PM ",/article/3961751-sirius-xm-share-price-now-ahead,SIRI,Sirius XM: The Share Price Now Ahead Of Itself,Long
 Valuentum," Mar. 29, 2016, 3:59 PM ",/article/3961768-medtronic-expects-significant-ramp-free-cash-flow,MDT,Medtronic Expects Significant Ramp In Free Cash Flow,Long
 Vince Martin," Mar. 29, 2016, 3:50 PM ",/article/3961471-gamestop-dying,GME,GameStop Isn't Dying,Long
 Virginia Investor," Mar. 29, 2016, 3:43 PM ",/article/3961744-keep-helmerich-and-payne-radar,HP,Keep Helmerich & Payne On Your Radar,Long
 Alpha Investor," Mar. 29, 2016, 3:05 PM ",/article/3961742-freeport-mcmoran-worry-debt-burden,FCX,Freeport-McMoRan: Don't Worry About The Debt Burden,Long
" Mar. 29, 2016, 2:55 PM ", FRO,/article/3961444-frontline-giant-reborn,Editors' Pick ,Frontline: A Giant Is Reborn,Long
" Mar. 29, 2016, 2:22 PM ", VRNS,/article/3961430-varonis-systems-deserves-credit,Editors' Pick ,Varonis Systems Deserves More Credit,Long
 Tristan R. Brown," Mar. 29, 2016, 2:14 PM ",/article/3961428-rex-american-resources-small-profits-better-profits-operating-environment,REX,Rex American Resources: Small Profits Are Better Than No Profits In This Operating Environment,Long
 Billy Duberstein," Mar. 29, 2016, 2:10 PM ",/article/3961726-risk-tolerant-investors-consider-terraform-global,GLBL,Risk-Tolerant Investors Should Consider TerraForm Global,Long
 Adelphi Venture Capital," Mar. 29, 2016, 1:43 PM ",/article/3961729-fitbit-sell-great-buying-opportunity,FIT,The Fitbit Sell-Off Is A Great Buying Opportunity,Long
" Enlight Research, LLC"," Mar. 29, 2016, 1:41 PM ",/article/3961709-lean-facebook,FB,Lean In Or Out Of Facebook?,Long
 Vian Research," Mar. 29, 2016, 1:16 PM ",/article/3961713-obamacare-push-behind-walgreens-1_17-billion-purchase-generic-medicine-supplier,WBA,ObamaCare Push Behind Walgreens $1.17 Billion Purchase Of Generic Medicine Supplier,Long
" Mar. 29, 2016, 1:12 PM ", LORL,/article/3961397-loral-space-and-communications-spotting-end-begins,Editors' Pick ,Loral Space & Communications: Spotting The End Before It Begins,Long
 Andrew McKenna," Mar. 29, 2016, 12:53 PM ",/article/3961716-vi-concha-y-toro-overlooked-undervalued,VCO,Viña Concha Y Toro: Overlooked And Undervalued,Long
 Peter Jung," Mar. 29, 2016, 12:48 PM ",/article/3961708-time-take-closer-look-autocanada,AOCIF,It's Time To Take A Closer Look At AutoCanada,Long
 Callum Turcan," Mar. 29, 2016, 12:45 PM ",/article/3961706-chesapeake-energy-stellar-stack-economics-debt-reduction,CHK,Chesapeake Energy - Stellar STACK Economics And More Debt Reduction,Long
 Pierre Gouesclou," Mar. 29, 2016, 12:26 PM ",/article/3961710-insys-therapeutics-price-downfall-justified,INSY,Insys Therapeutics: Is The Price Downfall Justified ?,Long
 Fundamental Investing," Mar. 29, 2016, 12:17 PM ",/article/3961707-kinder-morgan-will-recovery-continue,KMI,Kinder Morgan: Will The Recovery Continue?,Long
 Jeremy Blum," Mar. 29, 2016, 12:13 PM ",/article/3961690-terraform-life-without-sunedison,TERP,TerraForm: Life Without SunEdison,Long
 HFIR," Mar. 29, 2016, 12:07 PM ",/article/3961703-bellatrix-exploration-forced-selling-creates-perfect-opportunity,BXE,Bellatrix Exploration - Forced Selling Creates The Perfect Opportunity,Long
 Damon Verial," Mar. 29, 2016, 11:51 AM ",/article/3961680-facebook-322-billion-valuation-high,FB,Facebook: Is The $322 Billion Valuation Too High?,Long
 Fiscal Agent," Mar. 29, 2016, 11:37 AM ",/article/3961674-jakks-pacific-number-positive-surprises-coming-months,JAKK,JAKKS PACIFIC Has A Number Of Positive Surprises For You In The Coming Months,Long
 L&F Capital Management," Mar. 29, 2016, 11:19 AM ",/article/3961669-angies-list-tears-paywall-eyes-facebook-competition,FB,"Angie's List Tears Down Paywall, Eyes Facebook Competition",Long
" Edward Sheldon, CFA"," Mar. 29, 2016, 11:16 AM ",/article/3961678-arm-holdings-growth-story-yet,ARMH,ARM Holdings - The Growth Story Is Not Over Yet,Long
 Lior Cohen," Mar. 29, 2016, 11:15 AM ",/article/3961668-cat-9-lives,CAT,This Cat Has 9 Lives,Long
 The Investment Doctor," Mar. 29, 2016, 11:13 AM ",/article/3961667-cardinal-energy-survive-downturn-oil,CRLFF,Cardinal Energy Should Survive The Downturn In Oil,Long
 WYCO Researcher," Mar. 29, 2016, 10:56 AM ",/article/3961660-insights-cliff-natural-resources-iron-ore-pellet-pricing-models,CLF,Insights Into Cliff Natural Resources' Iron Ore Pellet Pricing Models,Long
 Singular Research," Mar. 29, 2016, 10:47 AM ",/article/3961656-trecora-q4-update,TREC,Trecora Q4 Update: Down But Not Out,Long
 Stone Fox Capital," Mar. 29, 2016, 10:43 AM ",/article/3961655-buying-qualcomm-50,QCOM,Are You Buying Qualcomm At $50?,Long
 Damon Verial," Mar. 29, 2016, 10:40 AM ",/article/3961652-accenture-time-high-get-now-stay,ACN,Accenture At An All-Time High: Get In Now Or Stay Out?,Long
 Paulo Santos," Mar. 29, 2016, 10:39 AM ",/article/3961642-depomed-growth-track-worry-removed,DEPO,"Depomed: Growth On Track, Worry Has Been Removed",Long
 Mark Hibben," Mar. 29, 2016, 10:30 AM ",/article/3961662-apple-vs-fbi-winning-coming-short,AAPL,Apple Vs. FBI: Winning By Coming Up Short,Long
 Henrik Alex," Mar. 29, 2016, 10:24 AM ",/article/3961640-terraform-global-expects-sunedisons-imminent-bankruptcy-material-adverse-effects-business,GLBL,TerraForm Global Expects SunEdison's Imminent Bankruptcy To Have Material Adverse Effects On Its Business,Long
" Mar. 29, 2016, 10:12 AM ", BNED,/article/3961336-barnes-and-noble-education-step-right-direction,Editors' Pick ,Barnes & Noble Education: A Step In The Right Direction,Long
 Fundamental Investing," Mar. 29, 2016, 10:10 AM ",/article/3961653-exxon-mobil-turnaround-begun,XOM,Exxon Mobil - The Turnaround Has Begun,Long
 Gerry Callihan," Mar. 29, 2016, 10:08 AM ",/article/3961649-public-storage-storehouse-profits,PSA,Public Storage: A Storehouse Of Profits,Long
 Bram de Haas," Mar. 29, 2016, 10:06 AM ",/article/3961636-ackman-done-yet,PSHZF,Ackman Is Not Done Yet,Long
 Short/Long Trader," Mar. 29, 2016, 9:37 AM ",/article/3961626-sunedison-ignore-perpetual-rumor-mill,SUNEQ,SunEdison: Ignore The Perpetual Rumor Mill,Long
 Early Retiree," Mar. 29, 2016, 9:34 AM ",/article/3961625-orexigen-bauposts-long-term-bet-contrave,OREX,Orexigen: Baupost's Long-Term Bet On Contrave,Long
 George Rho," Mar. 29, 2016, 9:05 AM ",/article/3961623-shorting-mannkind-may-far-dangerous-might-suggest,MNKD,Shorting MannKind May Be Far More Dangerous Than Some Might Suggest,Long
 Investment Standard," Mar. 29, 2016, 9:00 AM ",/article/3961500-cognizant-best-pick-4-information-technology-service-providers,CTSH,Cognizant Is The Best Pick Out Of The 4 Information Technology Service Providers,Long
 EnerTuition," Mar. 29, 2016, 8:10 AM ",/article/3961620-sunedison-liquidity-path-run-terraform,"SUNEQ, TERP",Does SunEdison Liquidity Path Run Through TerraForm?,Long
 Brad Kenagy," Mar. 29, 2016, 8:00 AM ",/article/3961613-embrace-gilead,GILD,Embrace Gilead,Long
 1to3 Investing," Mar. 29, 2016, 7:59 AM ",/article/3961603-trade-deals-laying-rails-csxs-direction,CSX,Trade Deals Are 'Laying The Rails' In CSX's Direction,Long
 Vince Martin," Mar. 29, 2016, 7:15 AM ",/article/3961222-full-house-still-better-flush-bit-disappointed,FLL,"Full House: Still Better Than A Flush, But I'm A Bit Disappointed",Long
" Stephen Simpson, CFA"," Mar. 29, 2016, 7:00 AM ",/article/3961214-brookfield-asset-management-offers-well-diversified-growth-leveraging-third-party-capital,BAM,Brookfield Asset Management Offers Well-Diversified Growth Leveraging Third-Party Capital,Long
" Stephen Simpson, CFA"," Mar. 29, 2016, 6:45 AM ",/article/3961213-brookfield-property-partners-seems-undervalued-given-demonstrated-skill-generating-value,BPY,Brookfield Property Partners Seems Undervalued Given Its Demonstrated Skill In Generating Value,Long
 Alex Lucken," Mar. 29, 2016, 5:56 AM ",/article/3961582-stable-growth-sweden-locks-door-opening-solutions,ASAZY,Stable Growth From Sweden: Locks And Other Door Opening Solutions,Long
 The Investment Doctor," Mar. 29, 2016, 5:37 AM ",/article/3961588-antofagasta-betting-big-copper-price-breaking-even-year,"ANFGF, ANFGY",Antofagasta Is Betting Big On The Copper Price But Should Be Breaking Even This Year,Long
 David Zanoni," Mar. 29, 2016, 5:17 AM ",/article/3961579-five-store-expansion-opportunity-large,FIVE,Five Below: Store Expansion Opportunity Is Large,Long
 Sneha Shah," Mar. 29, 2016, 4:52 AM ",/article/3961572-exelon-will-excel,EXC,Exelon Will Excel Further,Long
 Mr. DeepValue," Mar. 29, 2016, 4:42 AM ",/article/3961568-eldorado-may-decent-gold-position-portfolio,EGO,Why Eldorado May Be A Decent Gold Position For Your Portfolio,Long
 Mr. DeepValue," Mar. 29, 2016, 4:13 AM ",/article/3961563-coke-undervalued-continues-great-long-term-play,KO,"Why Coke Is Undervalued, And Continues To Be A Great Long-Term Play",Long
